District,4,5,6,7,Tot,labels
78,0.003236245954692557,0.07119741100323625,0.28802588996763756,0.6375404530744336,309,7
79,0.00936768149882904,0.02810304449648712,0.11007025761124122,0.8524590163934426,427,7
80,0.010638297872340425,0.11436170212765957,0.35904255319148937,0.5159574468085106,376,6
81,0.022263450834879406,0.17625231910946196,0.2782931354359926,0.5231910946196661,539,6
82,0.009389671361502348,0.07981220657276995,0.27699530516431925,0.6338028169014085,213,7
83,0.009404388714733543,0.11912225705329153,0.2476489028213166,0.6238244514106583,319,7
84,0.02745995423340961,0.17162471395881007,0.30434782608695654,0.4965675057208238,437,6
85,0.01956521739130435,0.1,0.2565217391304348,0.6239130434782608,460,7
86,0.0030211480362537764,0.1027190332326284,0.3504531722054381,0.5438066465256798,331,6
87,0.20168067226890757,0.3130252100840336,0.25,0.23529411764705882,476,6
88,0.0,0.25405405405405407,0.4756756756756757,0.2702702702702703,185,6
89,0.023529411764705882,0.2235294117647059,0.35,0.40294117647058825,340,6
90,0.00909090909090909,0.05,0.14545454545454545,0.7954545454545454,220,7
91,0.0,0.029411764705882353,0.051470588235294115,0.9191176470588235,136,7
92,0.0,0.029411764705882353,0.08088235294117647,0.8897058823529411,136,7
93,0.0,0.0,0.04201680672268908,0.957983193277311,119,7
94,0.0,0.0,0.05555555555555555,0.9444444444444444,72,7
95,0.0,0.0,0.024193548387096774,0.9758064516129032,124,7
96,0.005813953488372093,0.01744186046511628,0.05813953488372093,0.9186046511627907,172,7
97,0.009852216748768473,0.034482758620689655,0.15270935960591134,0.8029556650246306,203,7
98,0.0,0.03398058252427184,0.1796116504854369,0.7864077669902912,206,7
99,0.33418940609951847,0.15955056179775282,0.13579454253611556,0.3704654895666132,3115,4
100,0.3180229655516725,0.2511233150274588,0.11283075386919621,0.3180229655516725,2003,4
101,0.394,0.188,0.093,0.325,1000,4
102,0.10042553191489362,0.07914893617021276,0.1327659574468085,0.6876595744680851,1175,7
103,0.041463414634146344,0.17886178861788618,0.308130081300813,0.4715447154471545,1230,6
104,0.11685994647636039,0.6387154326494202,0.1462979482604817,0.09812667261373774,2242,5
105,0.2928870292887029,0.5140466228332337,0.08069336521219367,0.11237298266586969,1673,5
106,0.1592920353982301,0.7212389380530974,0.04314159292035398,0.07632743362831858,904,5
107,0.20842105263157895,0.6094736842105263,0.10105263157894737,0.08105263157894736,950,5
108,0.23871733966745842,0.6247030878859857,0.06769596199524941,0.0688836104513064,842,5
109,0.107600341588386,0.7514944491887275,0.08112724167378309,0.059777967549103334,1171,5
110,0.12399030694668821,0.561389337641357,0.18497576736672053,0.12964458804523424,2476,5
111,0.05489923558026407,0.29812369701181374,0.28353022932592076,0.3634468380820014,1439,6
112,0.3890658174097665,0.2213375796178344,0.1735668789808917,0.21602972399150744,1884,4
113,0.4514028056112224,0.312124248496994,0.11122244488977956,0.125250501002004,1996,4
114,0.6392009987515606,0.21348314606741572,0.04369538077403246,0.10362047440699126,801,4
115,0.6774575602052901,0.18910382945124357,0.06395578365574418,0.06948282668772207,2533,4
116,0.339041095890411,0.2831050228310502,0.15639269406392695,0.22146118721461186,876,4
117,0.19601328903654486,0.38205980066445183,0.1744186046511628,0.24750830564784054,602,6
118,0.267741935483871,0.31290322580645163,0.17016129032258065,0.24919354838709679,1240,6
119,0.22958057395143489,0.39293598233995586,0.10743193524650478,0.27005150846210446,1359,5
120,0.15137254901960784,0.6847058823529412,0.04862745098039216,0.11529411764705882,1275,5
121,0.05014749262536873,0.7522123893805309,0.0855457227138643,0.11209439528023599,1017,5
122,0.21668362156663276,0.503560528992879,0.1271617497456765,0.1525940996948118,1966,5
123,0.225130890052356,0.424956369982548,0.18324607329842932,0.16666666666666666,1146,6
124,0.16456921587608905,0.6718296224588577,0.1074540174249758,0.05614714424007745,1033,5
125,0.22674418604651161,0.6912144702842378,0.053617571059431525,0.028423772609819122,1548,5
126,0.06651376146788991,0.6089449541284404,0.13245412844036697,0.19208715596330275,1744,5
127,0.024416135881104035,0.6571125265392781,0.1178343949044586,0.20063694267515925,942,5
128,0.1088379705400982,0.7545008183306056,0.07037643207855974,0.0662847790507365,1222,5
129,0.28376703841387857,0.509913258983891,0.09851301115241635,0.10780669144981413,1614,5
130,0.35296352583586627,0.5102583586626139,0.08016717325227964,0.05661094224924012,2632,4
131,0.2992125984251969,0.5964566929133859,0.05019685039370079,0.054133858267716536,1016,5
132,0.001962066710268149,0.6003924133420536,0.24787442773054283,0.1497710922171354,1529,6
133,0.0,0.53046875,0.3328125,0.13671875,1280,6
134,0.002672775868652157,0.4948453608247423,0.30966017563955706,0.1928216876670485,2619,6
135,0.0,0.5147611379495437,0.33548040794417605,0.1497584541062802,1863,6
136,0.0007662835249042146,0.4674329501915709,0.3210727969348659,0.210727969348659,1305,6
137,0.0017574692442882249,0.5351493848857645,0.29261862917398945,0.1704745166959578,1138,6
138,0.0,0.5376827896512936,0.33070866141732286,0.13160854893138357,889,6
139,0.004672897196261682,0.5957943925233645,0.25934579439252337,0.14018691588785046,428,6
140,0.0,0.521239954075775,0.33180252583237657,0.14695752009184845,871,6
141,0.0,0.44938271604938274,0.3358024691358025,0.21481481481481482,405,6
142,0.0006510416666666666,0.583984375,0.30078125,0.11458333333333333,1536,6
143,0.0006978367062107466,0.6161898115840894,0.2916957431960921,0.09141660851360782,1433,6
144,0.0,0.6811414392059554,0.25682382133995035,0.062034739454094295,806,6
145,0.06705539358600583,0.5510204081632653,0.21282798833819241,0.16909620991253643,1029,6
146,0.028203062046736505,0.6591458501208702,0.14585012087026591,0.16680096696212732,1241,5
147,0.0031380753138075313,0.7039748953974896,0.21548117154811716,0.07740585774058577,956,5
148,0.0,0.6756756756756757,0.2609147609147609,0.06340956340956341,962,6
149,0.00046253469010175765,0.7155411655874191,0.19888991674375578,0.0851063829787234,2162,5
150,0.0004399472063352398,0.44478662560492743,0.2943246810382754,0.26044874615046193,2273,6
151,0.000687757909215956,0.6107290233837689,0.21045392022008252,0.1781292984869326,1454,6
152,0.0008631851532153647,0.5615019421665948,0.2537764350453172,0.18385843763487267,2317,6
153,0.0005235602094240838,0.5308900523560209,0.32931937172774867,0.13926701570680627,1910,6
154,0.003523884103367267,0.5736100234925607,0.3140172278778387,0.10884886452623337,2554,6
155,0.0027624309392265192,0.677255985267035,0.22605893186003684,0.09392265193370165,2172,6
156,0.009693877551020408,0.8331632653061225,0.11989795918367346,0.037244897959183676,1960,5
157,0.000966183574879227,0.7178743961352657,0.1497584541062802,0.13140096618357489,1035,5
158,0.009594882729211088,0.7014925373134329,0.2222814498933902,0.06663113006396588,1876,5
159,0.000992063492063492,0.7638888888888888,0.1626984126984127,0.07242063492063493,1008,5
160,0.0,0.7482014388489209,0.17266187050359713,0.07913669064748201,834,5
161,0.0024630541871921183,0.7598522167487685,0.16748768472906403,0.07019704433497537,812,5
162,0.007874015748031496,0.7390326209223848,0.1856017997750281,0.06749156355455568,889,5
163,0.006357856494096276,0.7565849227974568,0.16802906448683017,0.06902815622161672,1101,5
164,0.0045045045045045045,0.7711711711711712,0.14774774774774774,0.07657657657657657,1110,5
165,0.01068566340160285,0.7934105075690115,0.13891362422083706,0.05699020480854853,1123,5
166,0.05418250950570342,0.7053231939163498,0.15494296577946767,0.08555133079847908,1052,5
167,0.11710526315789474,0.8,0.06973684210526315,0.013157894736842105,760,5
168,0.033386327503974564,0.6661367249602543,0.19236883942766295,0.10810810810810811,629,5
169,0.09416195856873823,0.7702448210922788,0.11299435028248588,0.022598870056497175,531,5
170,0.010217113665389528,0.8122605363984674,0.13793103448275862,0.03959131545338442,783,5
171,0.06752411575562701,0.7781350482315113,0.12218649517684887,0.03215434083601286,622,5
172,0.03241053342336259,0.8433490884537475,0.07967589466576637,0.04456448345712356,1481,5
173,0.016601135867190912,0.7107907383136741,0.20052424639580602,0.07208387942332896,2289,5
174,0.02679658952496955,0.833130328867235,0.08526187576126674,0.05481120584652863,821,5
175,0.1099544567338972,0.7182823682498374,0.11027976577748862,0.06148340923877684,3074,5
176,0.0009995002498750624,0.7091454272863568,0.19590204897551225,0.09395302348825588,2001,5
177,0.0,0.6788588149231894,0.2377468910021946,0.08339429407461595,1367,6
178,0.0,0.621998883305416,0.23618090452261306,0.14182021217197097,1791,6
179,0.0030876109610189118,0.6626785025086839,0.2238517946738711,0.11038209185642608,2591,6
180,0.0,0.5155925155925156,0.35550935550935553,0.1288981288981289,1443,6
181,0.0074487895716946,0.41899441340782123,0.38733705772811916,0.186219739292365,537,6
182,0.0055147058823529415,0.6047794117647058,0.25827205882352944,0.13143382352941177,1088,6
183,0.000517063081695967,0.4984488107549121,0.28852119958634953,0.2125129265770424,1934,6
184,0.0012219959266802445,0.4672097759674134,0.19307535641547863,0.3384928716904277,2455,6
185,0.003418272218769422,0.5866998135487881,0.15040397762585456,0.25947793660658797,3218,5
186,0.0006082725060827251,0.5371046228710462,0.19829683698296838,0.2639902676399027,1644,6
187,0.002277904328018223,0.3470007593014427,0.3082763857251329,0.3424449506454062,1317,6
188,0.00224,0.53568,0.23648,0.2256,3125,6
189,0.0005896226415094339,0.5642688679245284,0.26120283018867924,0.17393867924528303,1696,6
190,0.0,0.6578225068618482,0.22278133577310155,0.11939615736505033,2186,6
191,0.0017504376094023505,0.7999499874968742,0.12603150787696923,0.07226806701675419,3999,5
192,0.0024242424242424242,0.8490909090909091,0.0993939393939394,0.04909090909090909,1650,5
193,0.0009925558312655087,0.7851116625310174,0.1424317617866005,0.07146401985111663,2015,5
194,0.013013302486986697,0.7278773857721226,0.1813186813186813,0.07779063042220936,3458,5
195,0.011707988980716254,0.8832644628099173,0.06060606060606061,0.04442148760330578,2904,5
196,0.08763897972531066,0.7959450621321125,0.07782864617396991,0.03858731196860693,1529,5
197,0.0326975476839237,0.7901907356948229,0.09400544959128065,0.08310626702997276,1468,5
198,0.11412151067323481,0.7282430213464697,0.08949096880131363,0.06814449917898194,1218,5
199,0.19011815252416756,0.7518796992481203,0.028464017185821696,0.02953813104189044,1862,5
200,0.14912846998063267,0.7372498386055519,0.057456423499031635,0.05616526791478373,1549,5
201,0.0,0.6143277723258096,0.28361138370951916,0.10206084396467124,1019,6
202,0.0,0.5736906211936662,0.29963459196102316,0.12667478684531058,821,6
203,0.01381578947368421,0.9651315789473685,0.017105263157894738,0.003947368421052632,1520,5
204,0.0013831258644536654,0.9827109266943291,0.01590594744121715,0.0,1446,5
205,0.0,0.9855072463768116,0.00966183574879227,0.004830917874396135,207,5
206,0.0033407572383073497,0.9855233853006682,0.011135857461024499,0.0,898,5
207,0.0017825311942959,0.9875222816399287,0.008912655971479501,0.0017825311942959,1122,5
208,0.0,1.0,0.0,0.0,581,5
209,0.0025157232704402514,0.989937106918239,0.007547169811320755,0.0,795,5
210,0.02002503128911139,0.9737171464330413,0.0050062578222778474,0.0012515644555694619,799,5
211,0.010842368640533779,0.9799833194328608,0.009174311926605505,0.0,1199,5
212,0.015129682997118156,0.9740634005763689,0.009365994236311239,0.001440922190201729,1388,5
213,0.002288329519450801,0.9839816933638444,0.011441647597254004,0.002288329519450801,437,5
214,0.004106776180698152,0.9856262833675564,0.008213552361396304,0.002053388090349076,487,5
215,0.004273504273504274,0.9854700854700855,0.007692307692307693,0.002564102564102564,1170,5
216,0.0038419319429198683,0.9637760702524698,0.029088913282107574,0.003293084522502744,1822,5
217,0.0006720430107526882,0.948252688172043,0.033602150537634407,0.01747311827956989,1488,5
218,0.0,0.9617414248021108,0.029023746701846966,0.009234828496042216,1516,5
219,0.0076560659599528855,0.9552414605418139,0.03180212014134275,0.00530035335689046,1698,5
220,0.016490765171503958,0.962401055408971,0.020448548812664908,0.0006596306068601583,1516,5
221,0.0016652789342214821,0.9766860949208993,0.018318068276436304,0.0033305578684429643,1201,5
222,0.0098159509202454,0.9631901840490797,0.023312883435582823,0.0036809815950920245,815,5
223,0.006779661016949152,0.9830508474576272,0.010169491525423728,0.0,295,5
224,0.1588021778584392,0.7676950998185118,0.06442831215970962,0.009074410163339383,1102,5
225,0.3434633027522936,0.6295871559633027,0.01548165137614679,0.011467889908256881,1744,4
226,0.1947449768160742,0.7604327666151468,0.030911901081916538,0.013910355486862442,647,5
227,0.12380952380952381,0.8285714285714286,0.04047619047619048,0.007142857142857143,420,5
228,0.05750798722044728,0.9073482428115016,0.03514376996805112,0.0,313,5
229,0.04052863436123348,0.9127753303964757,0.03700440528634361,0.009691629955947136,1135,5
230,0.007121661721068249,0.8504451038575668,0.0943620178041543,0.048071216617210685,1685,5
231,0.0008873114463176575,0.9680567879325643,0.024844720496894408,0.006211180124223602,1127,5
232,0.00772626931567329,0.956953642384106,0.026490066225165563,0.008830022075055188,906,5
233,0.10722100656455143,0.8643326039387309,0.016776075857038657,0.011670313639679067,1371,5
234,0.011122881355932203,0.9465042372881356,0.03548728813559322,0.006885593220338983,1888,5
235,0.020596205962059622,0.9490514905149051,0.018970189701897018,0.011382113821138212,1845,5
236,0.09489832322511595,0.8676418123439172,0.030324652158401712,0.007135212272565109,2803,5
237,0.06463878326996197,0.9192015209125475,0.012357414448669201,0.0038022813688212928,1052,5
238,0.6205164992826399,0.3680057388809182,0.009325681492109038,0.002152080344332855,1394,4
239,0.008389261744966443,0.9664429530201343,0.02348993288590604,0.0016778523489932886,596,5
240,0.003076923076923077,0.9846153846153847,0.009230769230769232,0.003076923076923077,325,5
241,0.1724137931034483,0.1206896551724138,0.1724137931034483,0.5344827586206896,58,7
242,0.0,0.046875,0.2578125,0.6953125,128,7
243,0.006493506493506494,0.025974025974025976,0.12987012987012986,0.8376623376623377,154,7
244,0.034013605442176874,0.061224489795918366,0.2585034013605442,0.6462585034013606,147,7
245,0.18433179723502305,0.06451612903225806,0.17511520737327188,0.576036866359447,217,7
246,0.20152091254752852,0.053231939163498096,0.09505703422053231,0.6501901140684411,263,7
247,0.3463687150837989,0.030726256983240222,0.01675977653631285,0.6061452513966481,358,7
248,0.33043478260869563,0.06086956521739131,0.12173913043478261,0.48695652173913045,460,7
249,0.3246753246753247,0.00927643784786642,0.04267161410018553,0.6233766233766234,539,7
250,0.203579418344519,0.024608501118568233,0.07829977628635347,0.6935123042505593,447,7
251,0.07792207792207792,0.15584415584415584,0.14285714285714285,0.6233766233766234,154,7
252,0.039603960396039604,0.019801980198019802,0.0891089108910891,0.8514851485148515,101,7
253,0.19714285714285715,0.20285714285714285,0.07714285714285714,0.5228571428571429,350,7
254,0.31794871794871793,0.07179487179487179,0.14871794871794872,0.46153846153846156,195,7
255,0.32838589981447125,0.04638218923933209,0.06307977736549165,0.562152133580705,539,7
256,0.6079545454545454,0.014204545454545454,0.011363636363636364,0.3664772727272727,704,4
257,0.2074074074074074,0.014814814814814815,0.022222222222222223,0.7555555555555555,135,7
258,0.12734082397003746,0.3333333333333333,0.0599250936329588,0.4794007490636704,267,7
259,0.20279720279720279,0.5454545454545454,0.06293706293706294,0.1888111888111888,286,5
260,0.15357142857142858,0.02142857142857143,0.039285714285714285,0.7857142857142857,280,7
261,0.477124183006536,0.0784313725490196,0.0915032679738562,0.35294117647058826,153,4
262,0.31333333333333335,0.12666666666666668,0.13333333333333333,0.4266666666666667,150,7
263,0.28502415458937197,0.07246376811594203,0.06763285024154589,0.5748792270531401,207,7
264,0.7305389221556886,0.10179640718562874,0.0718562874251497,0.09580838323353294,167,4
265,0.5714285714285714,0.31868131868131866,0.0695970695970696,0.040293040293040296,273,4
266,0.07092198581560284,0.0851063829787234,0.07092198581560284,0.7730496453900709,141,7
267,0.23225806451612904,0.05161290322580645,0.14838709677419354,0.567741935483871,155,7
268,0.8688524590163934,0.01639344262295082,0.01639344262295082,0.09836065573770492,61,4
269,0.16346153846153846,0.038461538461538464,0.09615384615384616,0.7019230769230769,104,7
270,0.3357664233576642,0.16058394160583941,0.1386861313868613,0.36496350364963503,137,4
271,0.4715447154471545,0.07317073170731707,0.13008130081300814,0.3252032520325203,123,4
272,0.3976083707025411,0.08968609865470852,0.07623318385650224,0.43647234678624813,669,4
273,0.5942857142857143,0.09714285714285714,0.08571428571428572,0.22285714285714286,175,4
274,0.560067681895093,0.08967851099830795,0.03722504230118443,0.3130287648054145,591,4
275,0.3181818181818182,0.10606060606060606,0.2196969696969697,0.3560606060606061,132,6
276,0.6205128205128205,0.2153846153846154,0.08205128205128205,0.08205128205128205,195,4
277,0.3125,0.15178571428571427,0.21875,0.3169642857142857,224,6
278,0.5741444866920152,0.20532319391634982,0.10646387832699619,0.11406844106463879,263,4
279,0.4372093023255814,0.06511627906976744,0.07441860465116279,0.4232558139534884,215,4
280,0.7090069284064665,0.12009237875288684,0.046189376443418015,0.12471131639722864,433,4
281,0.7326732673267327,0.04950495049504951,0.09900990099009901,0.1188118811881188,101,4
282,0.18867924528301888,0.16981132075471697,0.16981132075471697,0.4716981132075472,53,7
283,0.37158469945355194,0.0546448087431694,0.15300546448087432,0.4207650273224044,183,4
284,0.22018348623853212,0.08256880733944955,0.10091743119266056,0.5963302752293578,109,7
285,0.32608695652173914,0.10869565217391304,0.0,0.5652173913043478,46,7
286,0.5497382198952879,0.06806282722513089,0.08900523560209424,0.2931937172774869,191,4
287,0.6491228070175439,0.07017543859649122,0.08771929824561403,0.19298245614035087,171,4
288,0.2571428571428571,0.07142857142857142,0.14285714285714285,0.5285714285714286,70,7
289,0.23696682464454977,0.3886255924170616,0.28672985781990523,0.08767772511848342,422,6
290,0.2247191011235955,0.300561797752809,0.2893258426966292,0.1853932584269663,356,6
291,0.5459770114942529,0.26436781609195403,0.12643678160919541,0.06321839080459771,174,4
292,0.45495495495495497,0.18018018018018017,0.16216216216216217,0.20270270270270271,222,4
293,0.7561282212445003,0.147705845380264,0.04776869893148963,0.04839723444374607,1591,4
294,0.7700831024930748,0.11634349030470914,0.07848568790397045,0.03508771929824561,1083,4
295,0.6465863453815262,0.11244979919678715,0.10977242302543508,0.13119143239625167,747,4
296,0.6202872531418312,0.0843806104129264,0.08797127468581688,0.2073608617594255,1114,4
297,0.38421955403087477,0.1320754716981132,0.17495711835334476,0.30874785591766724,583,4
298,0.36057201225740554,0.06741573033707865,0.09193054136874361,0.48008171603677224,979,4
299,0.6614481409001957,0.07045009784735812,0.05283757338551859,0.21526418786692758,511,4
300,0.5830223880597015,0.40578358208955223,0.008395522388059701,0.002798507462686567,1072,4
301,0.12353471596032461,0.8710550045085663,0.004508566275924256,0.0009017132551848512,1109,5
302,0.4556500607533414,0.5407047387606319,0.0036452004860267314,0.0,823,4
303,0.07005649717514124,0.9242937853107345,0.005649717514124294,0.0,885,5
304,0.1266233766233766,0.862012987012987,0.006493506493506494,0.00487012987012987,616,5
305,0.19181757209926223,0.7598926894701542,0.038900067069081154,0.009389671361502348,1491,5
306,0.5822174611676486,0.3786823781467595,0.02945902517407606,0.0096411355115158,1867,4
307,0.44641350210970465,0.5426160337552742,0.009282700421940928,0.0016877637130801688,1185,4
308,0.22745098039215686,0.7686274509803922,0.003137254901960784,0.000784313725490196,1275,5
309,0.053763440860215055,0.8957816377171216,0.03722084367245657,0.013234077750206782,1209,5
310,0.026239067055393587,0.9314868804664723,0.03571428571428571,0.006559766763848397,1372,5
311,0.1121898597626753,0.7238403451995685,0.12189859762675297,0.042071197411003236,927,5
312,0.20958083832335328,0.5916167664670658,0.1317365269461078,0.06706586826347305,835,5
313,0.15126050420168066,0.7497665732959851,0.07469654528478058,0.02427637721755369,1071,5
314,0.692557803468208,0.2677023121387283,0.020592485549132948,0.019147398843930637,2768,4
315,0.8220338983050848,0.0423728813559322,0.03954802259887006,0.096045197740113,708,4
316,0.5847299813780261,0.16294227188081936,0.13687150837988826,0.1154562383612663,1074,4
317,0.7933194154488518,0.13674321503131523,0.03653444676409186,0.033402922755741124,958,4
318,0.7194444444444444,0.1527777777777778,0.09166666666666666,0.03611111111111111,360,4
319,0.42160278745644597,0.5609756097560976,0.010452961672473868,0.006968641114982578,574,4
320,0.65625,0.333984375,0.0078125,0.001953125,512,4
321,0.2858455882352941,0.6948529411764706,0.014705882352941176,0.004595588235294118,1088,5
322,0.5304054054054054,0.2635135135135135,0.14527027027027026,0.060810810810810814,296,4
323,0.02240325865580448,0.9490835030549898,0.024439918533604887,0.004073319755600814,491,5
324,0.2733918128654971,0.7119883040935673,0.008771929824561403,0.005847953216374269,684,5
325,0.04537521815008726,0.9354275741710296,0.019197207678883072,0.0,573,5
326,0.38881987577639754,0.5726708074534161,0.01987577639751553,0.018633540372670808,805,4
327,0.45373891001267425,0.2598225602027883,0.13688212927756654,0.14955640050697086,789,4
328,0.36507936507936506,0.4331065759637188,0.11791383219954649,0.08390022675736962,882,4
329,0.10976594027441484,0.7271993543179984,0.11864406779661017,0.04439063761097659,1239,5
330,0.015374759769378604,0.9141575912876362,0.05253042921204356,0.017937219730941704,1561,5
331,0.0061162079510703364,0.9039755351681957,0.05565749235474006,0.03425076452599388,1635,5
332,0.21749271137026238,0.6297376093294461,0.10845481049562682,0.044314868804664724,1715,5
333,0.006520726595249185,0.9082440614811365,0.06613879832324174,0.019096413600372612,2147,5
334,0.05115303983228511,0.7916142557651992,0.09433962264150944,0.06289308176100629,2385,5
335,0.02035886818495514,0.6687370600414079,0.16666666666666666,0.14423740510697033,2898,5
336,0.0006514657980456026,0.7798045602605863,0.16026058631921825,0.05928338762214984,1535,5
337,0.0012463647694225177,0.6144578313253012,0.18986289987536353,0.19443290402991276,2407,6
338,0.0004393673110720562,0.6739894551845342,0.17750439367311072,0.14806678383128294,2276,5
